ax,ay,az,gx,gy,gz
856.0,-13980.0,6548.0,-5849.0,-32768.0,-4270.0
6464.0,-6672.0,7168.0,-9919.0,-32768.0,-1533.0
13440.0,-10704.0,19344.0,-8365.0,-32768.0,5834.0
16988.0,-12016.0,23244.0,-10032.0,-26944.0,3283.0
12468.0,-13100.0,22544.0,4593.0,-10718.0,3447.0
14628.0,-8712.0,21240.0,5367.0,22654.0,10667.0
15164.0,-11980.0,24868.0,10972.0,32767.0,4816.0
5804.0,-7036.0,15064.0,14805.0,32767.0,-5837.0
-1964.0,-9260.0,3328.0,6409.0,27423.0,-7458.0
-4104.0,-8836.0,6764.0,5771.0,9814.0,-9119.0
-4816.0,-12024.0,3088.0,-4836.0,-4868.0,-7382.0
556.0,-14668.0,708.0,-9386.0,-24568.0,-9376.0
4600.0,-7944.0,1572.0,-5668.0,-32768.0,-4259.0
12640.0,-14024.0,18236.0,-5721.0,-32768.0,-509.0
18844.0,-11532.0,24780.0,-1960.0,-32768.0,669.0
15704.0,-10672.0,22200.0,790.0,-10634.0,5830.0
14800.0,-10728.0,23368.0,8417.0,20565.0,10612.0
11288.0,-10316.0,23300.0,12948.0,32767.0,9556.0
14640.0,-7468.0,18984.0,3691.0,32767.0,8530.0
-484.0,-10712.0,10452.0,12096.0,32767.0,-1464.0
-3224.0,-6000.0,4756.0,11994.0,23468.0,-5768.0
-9576.0,-8592.0,-2088.0,3287.0,-4782.0,-13500.0
-6512.0,-15364.0,4516.0,-4829.0,-24893.0,-6464.0
2356.0,-11004.0,8316.0,-8059.0,-32250.0,-8037.0
3228.0,-11888.0,8980.0,10432.0,-32768.0,-7601.0
11676.0,-10892.0,16100.0,-10320.0,-32768.0,2302.0
14196.0,-10968.0,22128.0,-4951.0,-28047.0,3940.0
14532.0,-9764.0,25380.0,2112.0,-8985.0,2671.0
12192.0,-9584.0,25332.0,10004.0,-558.0,8259.0
18520.0,-6720.0,20952.0,11025.0,26377.0,2908.0
11160.0,-8156.0,21892.0,6926.0,32767.0,-1415.0
7800.0,-4976.0,13992.0,1069.0,32767.0,-4017.0
-3020.0,-6880.0,8164.0,5910.0,22375.0,-6855.0
-5208.0,-7440.0,7852.0,-4528.0,14502.0,-6681.0
-5312.0,-9376.0,6476.0,-4110.0,2468.0,-9920.0
-5032.0,-16428.0,4764.0,-5161.0,-16585.0,-5947.0
1320.0,-15184.0,9664.0,-5651.0,-25727.0,866.0
6396.0,-9440.0,12428.0,1400.0,-24791.0,4985.0
5172.0,-11176.0,14948.0,-3459.0,-29052.0,6087.0
8644.0,-9252.0,18872.0,523.0,-24931.0,12566.0
10288.0,-3248.0,19592.0,6588.0,-22660.0,6527.0
8392.0,-7144.0,21188.0,4513.0,-14716.0,3718.0
11924.0,-4936.0,25568.0,3569.0,2740.0,-1003.0
10316.0,-5904.0,24912.0,-831.0,16535.0,-8867.0
7840.0,-8684.0,21772.0,-2693.0,29537.0,-8750.0
7196.0,-6216.0,20492.0,-8193.0,28697.0,-8710.0
4420.0,-8620.0,15232.0,-10162.0,32767.0,-5543.0
-584.0,-10080.0,7496.0,-3091.0,17622.0,-4727.0
-2688.0,-11580.0,1204.0,-3878.0,5685.0,-5789.0
-844.0,-11836.0,4856.0,-11046.0,-2326.0,-8135.0
448.0,-17024.0,6424.0,-1045.0,-13430.0,-5540.0
3744.0,-15940.0,7604.0,4499.0,-16761.0,1172.0
4548.0,-11416.0,14212.0,9217.0,-20900.0,10812.0
3436.0,-8660.0,14304.0,15135.0,-20880.0,16884.0
5524.0,-3704.0,20152.0,4650.0,-22407.0,15172.0
